TeamId,TeamName,SubmissionDate,Score
29090,hornar,"2012-11-27 11:36:05",0.00000
29090,hornar,"2012-11-28 08:24:12",0.75119
29226,tR@veller,"2012-11-28 21:49:38",0.00000
29226,tR@veller,"2012-11-29 05:53:48",0.76076
34454,"Raghavendra Rao","2013-02-11 17:35:40",0.77033
34454,"Raghavendra Rao","2013-02-18 17:00:18",0.78468
34454,"Raghavendra Rao","2013-02-20 17:17:28",0.78947
48534,"Carola I. Ellinger","2013-06-13 20:25:31",0.76555
36718,"Wesley Deelman","2013-06-13 20:31:28",0.76555
48534,"Carola I. Ellinger","2013-06-16 20:38:30",0.77990
50158,Jessen,"2013-06-16 21:31:45",0.77990
56155,SushantJ,"2013-08-25 14:06:35",0.74162
64531,"Esteve del Acebo","2013-11-09 17:20:33",0.76555
64531,"Esteve del Acebo","2013-11-11 14:43:56",0.77990
69125,pramodh,"2013-12-14 03:49:42",0.76555
69125,pramodh,"2013-12-14 04:48:10",0.77511
69125,pramodh,"2013-12-16 01:15:01",0.77990
69125,pramodh,"2013-12-16 02:37:55",0.78468
71669,"Simon Chiu","2014-01-14 04:29:44",0.76555
74367,"Veerasak Kritsanapraphan","2014-01-31 04:26:37",0.79425
102393,"rajesh r","2014-06-20 07:35:34",0.62679
102393,"rajesh r","2014-06-20 07:42:02",0.76555
102393,"rajesh r","2014-06-23 05:16:06",0.77990
105326,J.Ramirezc,"2014-07-11 10:05:36",0.73684
105326,J.Ramirezc,"2014-07-15 07:00:52",0.77511
105326,J.Ramirezc,"2014-07-15 07:05:32",0.77990
105326,J.Ramirezc,"2014-07-15 07:32:29",0.78468
107300,threecourse,"2014-07-26 13:32:07",0.72727
107300,threecourse,"2014-07-27 10:26:57",0.76555
107300,threecourse,"2014-07-27 13:56:19",0.77990
107300,threecourse,"2014-07-27 13:56:46",0.78947
112832,"Terrence Tay","2014-08-18 12:20:25",0.76555
112832,"Terrence Tay","2014-08-18 14:57:08",0.77511
115020,Five-seveN,"2014-09-02 15:59:03",0.70334
115020,Five-seveN,"2014-09-02 16:07:30",0.77511
115020,Five-seveN,"2014-09-02 17:05:52",0.78468
115433,"Chris Barran","2014-09-02 20:07:50",0.76555
115433,"Chris Barran","2014-09-03 21:58:36",0.77990
115661,RosDolor,"2014-09-04 12:07:00",0.72727
115661,RosDolor,"2014-09-05 15:16:32",0.75119
115661,RosDolor,"2014-09-05 15:44:20",0.77511
115661,RosDolor,"2014-09-08 15:35:34",0.78947
115661,RosDolor,"2014-09-11 07:43:47",0.79904
115661,RosDolor,"2014-09-11 09:15:43",0.80382
117908,"pranaydave9 .","2014-09-19 14:33:16",0.77990
115433,"Chris Barran","2014-09-26 20:23:02",0.78468
122025,"Zhensong Ren","2014-10-19 21:55:00",0.76555
124607,Daniyal,"2014-11-05 15:27:14",0.76555
74367,"Veerasak Kritsanapraphan","2014-11-13 10:42:05",0.79904
127721,"Riley Dallas","2014-11-23 19:43:08",0.62679
127721,"Riley Dallas","2014-11-23 20:02:32",0.76555
127721,"Riley Dallas","2014-11-23 20:35:49",0.78468
127721,"Riley Dallas","2014-11-24 05:02:08",0.80861
124607,Daniyal,"2014-11-24 11:36:39",0.77990
117908,"pranaydave9 .","2014-12-25 15:08:04",0.78947
55918,"SEOKHYUN LEE","2014-12-30 08:52:32",0.74162
55918,"SEOKHYUN LEE","2014-12-30 09:35:09",0.78468
55918,"SEOKHYUN LEE","2014-12-31 04:06:27",0.79904
136580,Twenty10,"2015-01-02 21:46:03",0.62679
136580,Twenty10,"2015-01-02 22:07:55",0.76555
136703,"ilgo zen","2015-01-03 13:41:55",0.23444
136703,"ilgo zen","2015-01-03 13:44:22",0.76555
136580,Twenty10,"2015-01-05 19:34:34",0.77033
136580,Twenty10,"2015-01-05 19:37:52",0.78468
136580,Twenty10,"2015-01-05 20:54:21",0.79425
138452,"Sheeksha Joyseeree","2015-01-13 11:24:15",0.76555
138452,"Sheeksha Joyseeree","2015-01-13 13:05:21",0.77990
126588,billyClanton,"2015-01-21 23:34:27",0.62679
126588,billyClanton,"2015-01-22 01:51:28",0.76076
126588,billyClanton,"2015-01-22 01:53:47",0.76555
126588,billyClanton,"2015-01-22 02:16:36",0.77511
141156,"Gustavo Alvarez","2015-01-24 16:03:43",0.77990
146980,AntonK,"2015-02-17 16:20:45",0.76555
146980,AntonK,"2015-02-18 10:02:29",0.78468
146980,AntonK,"2015-02-19 12:09:26",0.78947
146980,AntonK,"2015-02-19 16:00:56",0.79425
146980,AntonK,"2015-02-23 13:37:38",0.79904
151070,INF582_50,"2015-03-01 12:55:08",0.74162
151070,INF582_50,"2015-03-01 13:22:25",0.76076
151070,INF582_50,"2015-03-01 14:38:02",0.77511
151070,INF582_50,"2015-03-01 20:05:50",0.78468
152929,dbarreda,"2015-03-06 19:58:55",0.62679
152929,dbarreda,"2015-03-06 20:08:43",0.76555
152929,dbarreda,"2015-03-06 20:34:13",0.77990
152929,dbarreda,"2015-03-06 21:02:30",0.78468
152929,dbarreda,"2015-03-06 22:47:33",0.79425
152929,dbarreda,"2015-03-06 23:39:12",0.81339
141156,"Gustavo Alvarez","2015-03-13 21:59:46",0.78947
3969653,hirozaemon,"2015-03-19 18:32:26",0.77033
141156,"Gustavo Alvarez","2015-03-20 13:51:32",0.79904
3969653,hirozaemon,"2015-03-20 18:28:25",0.77511
157615,Salman,"2015-03-22 13:20:15",0.78468
157615,Salman,"2015-03-22 13:43:44",0.79904
161663,"Bryce Chamberlain","2015-03-31 18:40:57",0.76555
166222,mr_booya,"2015-04-12 07:21:08",0.62679
166222,mr_booya,"2015-04-12 07:53:18",0.76555
181181,윤선Hwang,"2015-05-13 12:01:18",0.77990
181926,asliahsen,"2015-05-15 21:34:27",0.76555
181926,asliahsen,"2015-05-15 21:41:17",0.77990
182336,Mangeclous,"2015-05-17 11:57:43",0.62679
182336,Mangeclous,"2015-05-17 17:51:13",0.76555
182336,Mangeclous,"2015-05-17 19:19:28",0.77990
182336,Mangeclous,"2015-05-18 17:53:17",0.78468
185032,"Kuixi  Zhu","2015-05-26 15:31:06",0.76555
185032,"Kuixi  Zhu","2015-05-26 15:57:04",0.77990
185032,"Kuixi  Zhu","2015-05-28 18:45:44",0.79425
187770,Jijo,"2015-06-04 15:56:19",0.77990
187770,Jijo,"2015-06-04 16:14:33",0.78947
187770,Jijo,"2015-06-05 18:15:45",0.81339
188222,YunSangLee,"2015-06-06 08:06:44",0.54066
192823,quant1907,"2015-06-25 08:19:25",0.71291
29090,hornar,"2015-06-30 12:29:26",0.75598
29090,hornar,"2015-06-30 12:57:30",0.76076
196262,"FSBDS Johnny","2015-07-05 18:58:32",0.72248
196348,minjonghyeon,"2015-07-06 04:55:06",0.62679
196348,minjonghyeon,"2015-07-06 05:07:13",0.76555
197975,tdod,"2015-07-10 17:49:45",0.76555
197975,tdod,"2015-07-11 22:18:31",0.78468
197975,tdod,"2015-07-11 22:43:08",0.80382
196262,"FSBDS Johnny","2015-07-12 10:47:52",0.76555
199540,viveksoundrapandi,"2015-07-15 15:24:01",0.73684
199540,viveksoundrapandi,"2015-07-15 16:33:08",0.74641
199540,viveksoundrapandi,"2015-07-15 16:34:54",0.75598
199540,viveksoundrapandi,"2015-07-15 17:04:16",0.79425
199540,viveksoundrapandi,"2015-07-15 17:09:11",0.79904
200856,hellolucky,"2015-07-19 06:58:10",0.62679
200856,hellolucky,"2015-07-19 07:14:39",0.76555
200856,hellolucky,"2015-07-19 07:39:49",0.77990
201444,JDMonc,"2015-07-20 19:27:22",0.62679
201444,JDMonc,"2015-07-20 20:57:18",0.76555
